Date,Day_of_Week,Month,Year,Open,High,Low,Close,Prev_Close,Daily_Return_Pct,Volume_Shares_Mn,Turnover_Cr,50_Day_MA,200_Day_MA,RSI_14,India_VIX,Advance_Decline_Ratio,Top_Sector,Market_Sentiment,Is_Market_Holiday,Prev_Close_Recomputed,Daily_Return_Pct_Recomputed,Month_Num,Month_Name,Quarter,Day_of_Week_Clean,Daily_Range,Daily_Range_Pct,Rolling_Volatility_20D,Cumulative_Return_Pct,MA_Trend,VIX_Risk_Bucket
2016-06-24,Friday,June,2016,27267.56,27637.03,26790.7,27158.7,27293.67,-0.49,262.0,70187.4,25506.16,24595.78,84.19,28.17,0.35,Unknown,Bearish,No,27293.67,-0.494510265567062,6,June,2,Friday,846.3299999999981,3.103798066273616,1.6745869407113554,422.282692307694,Uptrend,Elevated
2016-06-27,Monday,June,2016,27042.81,27821.89,26675.67,27449.24,27158.7,1.07,397.7,118448.2,25549.9,24621.97,84.72,27.06,1.34,Banking,Bearish,No,27158.7,1.0697861090552967,6,June,2,Monday,1146.2200000000012,4.238538820485005,1.6688354088787845,427.87000000000177,Uptrend,Elevated
2016-06-28,Tuesday,June,2016,27421.76,27885.03,27152.9,27614.29,27449.24,0.6,246.7,61806.5,25602.75,24647.19,84.17,26.38,0.73,FMCG,Bearish,No,27449.24,0.6012916933219253,6,June,2,Tuesday,732.1299999999974,2.6698869802667566,1.6658735884177078,431.04403846154025,Uptrend,Elevated
2016-06-29,Wednesday,June,2016,27628.85,27815.31,26938.61,27121.64,27614.29,-1.78,310.2,83936.1,25648.92,24669.35,75.93,26.46,0.39,FMCG,Bearish,No,27614.29,-1.7840400749032526,6,June,2,Wednesday,876.7000000000007,3.1731324322221184,1.5383517453705104,421.57000000000176,Uptrend,Elevated
2016-06-30,Thursday,June,2016,27628.85,28080.27,26993.51,27950.33,27121.64,3.06,297.0,85681.9,25697.69,24695.07,79.46,26.65,1.53,Pharma,Bearish,No,27121.64,3.0554568234074426,6,June,2,Thursday,1086.760000000002,3.9334246629881524,1.5945242264642505,437.506346153848,Uptrend,Elevated
2016-07-01,Friday,July,2016,28097.28,28097.91,25285.14,25285.71,27950.33,-9.53,797.5,215207.0,25685.12,24706.19,47.13,35.63,0.2,Realty,Bearish,No,27950.33,-9.533411591204835,7,July,3,Friday,2812.7700000000004,10.01082667076671,2.7597903655199616,386.2636538461555,Uptrend,High Volatility
2016-07-04,Monday,July,2016,25336.61,25594.02,24731.72,24985.56,25285.71,-1.19,274.9,69250.7,25659.24,24715.0,40.81,34.95,0.23,Auto,Bearish,No,25285.71,-1.1870340994972963,7,July,3,Monday,862.2999999999993,3.4033755897099067,2.7277385218070656,380.49153846154013,Uptrend,High Volatility
2016-07-05,Tuesday,July,2016,25058.54,25526.54,24969.48,25436.14,24985.56,1.8,332.1,90986.6,25631.75,24726.96,41.47,36.28,1.6,Pharma,Bearish,No,24985.56,1.8033616216726704,7,July,3,Tuesday,557.0600000000013,2.2230345423157187,2.750508673833158,389.1565384615401,Uptrend,High Volatility
2016-07-06,Wednesday,July,2016,25477.36,25526.54,25372.54,25821.67,25436.14,1.52,351.6,89450.3,25613.18,24738.81,45.9,35.33,1.02,IT,Bearish,No,25436.14,1.5156780863763089,7,July,3,Wednesday,154.0,0.6044582327211296,2.7552330183910168,396.57057692307853,Uptrend,High Volatility
2016-07-07,Thursday,July,2016,25834.27,26374.67,25570.66,26108.26,25821.67,1.11,264.0,66404.9,25614.16,24752.82,44.33,33.71,1.51,Auto,Bearish,No,25821.67,1.1098817388650701,7,July,3,Thursday,804.0099999999984,3.112183932427734,2.76002308172605,402.0819230769247,Uptrend,High Volatility
2016-07-08,Friday,July,2016,26143.88,26562.69,25979.68,26396.91,26108.26,1.11,335.9,39537.4,25635.4,24766.84,46.49,34.85,1.35,Banking,Bearish,No,26108.26,1.1055888059947367,7,July,3,Friday,583.0099999999984,2.230005645680742,2.7647292139648827,407.6328846153863,Uptrend,High Volatility
2016-07-11,Monday,July,2016,26239.79,26539.84,26007.03,26306.49,26396.91,-0.34,302.4,82210.7,25658.2,24778.03,47.81,33.96,0.83,Energy,Bearish,No,26396.91,-0.3425400927608506,7,July,3,Monday,532.8100000000013,2.0305421651621502,2.622931926362348,405.89403846154016,Uptrend,High Volatility
2016-07-12,Tuesday,July,2016,26285.94,26934.52,26027.23,26672.01,26306.49,1.39,308.9,81166.8,25683.75,24793.41,49.49,34.0,1.51,IT,Bearish,No,26306.49,1.3894670098519293,7,July,3,Tuesday,907.2900000000009,3.451617100244469,2.596306132042269,412.9232692307708,Uptrend,High Volatility
2016-07-13,Wednesday,July,2016,26560.17,26943.14,25994.44,26374.73,26672.01,-1.11,288.3,81789.7,25702.69,24810.3,43.47,32.59,0.79,Banking,Bearish,No,26672.01,-1.1145766667004056,7,July,3,Wednesday,948.7000000000007,3.5718897883560268,2.591015130424156,407.2063461538478,Uptrend,High Volatility
2016-07-14,Thursday,July,2016,26281.37,26798.46,26050.24,26564.84,26374.73,0.72,257.5,70909.2,25717.75,24827.98,45.82,31.44,0.98,Realty,Bearish,No,26374.73,0.7208035873732189,7,July,3,Thursday,748.2199999999975,2.8469596524077607,2.5885145506092146,410.86230769230923,Uptrend,High Volatility
2016-07-15,Friday,July,2016,26659.97,27508.79,26505.3,27350.12,26564.84,2.96,397.3,111659.7,25754.29,24848.86,49.35,30.88,1.98,Metal,Bearish,No,26564.84,2.9560878213458044,7,July,3,Friday,1003.4900000000016,3.764032742722522,2.6400585802177083,425.96384615384767,Uptrend,High Volatility
2016-07-18,Monday,July,2016,27261.79,28096.15,27051.88,27881.47,27350.12,1.94,346.3,100966.8,25794.66,24872.14,51.68,30.88,1.51,Banking,Bearish,No,27350.12,1.9427702693809101,7,July,3,Monday,1044.2700000000004,3.8305261686778467,2.6711678279252467,436.18211538461685,Uptrend,High Volatility
2016-07-19,Tuesday,July,2016,27770.75,27928.72,27443.38,27600.39,27881.47,-1.01,185.1,53523.1,25824.13,24893.08,53.09,31.36,1.05,IT,Bearish,No,27881.47,-1.0081247509546727,7,July,3,Tuesday,485.34000000000015,1.7476661595383636,2.669378088183336,430.77673076923213,Uptrend,High Volatility
2016-07-20,Wednesday,July,2016,27632.65,28061.48,26829.19,27252.12,27600.39,-1.26,243.6,66293.0,25852.93,24913.88,45.19,30.87,0.46,Realty,Bearish,No,27600.39,-1.2618299958804946,7,July,3,Wednesday,1232.2900000000009,4.459543330082351,2.6886121491064214,424.07923076923214,Uptrend,High Volatility
2016-07-21,Thursday,July,2016,27246.51,28573.41,26987.97,28304.83,27252.12,3.86,463.4,129047.8,25915.94,24939.65,76.7,30.62,2.05,Energy,Bearish,No,27252.12,3.86285544023732,7,July,3,Thursday,1585.4399999999987,5.8188736832717245,2.785766581822663,444.3236538461553,Uptrend,High Volatility
2016-07-22,Friday,July,2016,28342.72,28635.75,27853.21,28144.18,28304.83,-0.57,263.4,80199.9,25986.17,24966.04,78.64,30.28,0.36,Metal,Bearish,No,28304.83,-0.5675709764022657,7,July,3,Friday,782.5400000000009,2.7609911822154007,2.7868010392080103,441.2342307692322,Uptrend,High Volatility
2016-07-25,Monday,July,2016,28292.44,28671.84,27017.0,27384.22,28144.18,-2.7,267.3,94615.1,26034.81,24987.49,66.73,32.58,0.2,Auto,Bearish,No,28144.18,-2.7002385573145107,7,July,3,Monday,1654.8400000000001,5.849053669460818,2.852782792243193,426.6196153846168,Uptrend,High Volatility
2016-07-26,Tuesday,July,2016,27431.27,27557.71,27276.23,27402.54,27384.22,0.07,329.1,85056.2,26078.27,25008.01,64.49,31.76,0.82,IT,Bearish,No,27384.22,0.066899842317947,7,July,3,Tuesday,281.47999999999956,1.0261282106151102,2.849633418432023,426.9719230769245,Uptrend,High Volatility
2016-07-27,Wednesday,July,2016,27275.07,27557.55,27212.5,27494.48,27402.54,0.34,285.4,78808.3,26126.46,25026.51,63.17,31.79,1.22,IT,Unknown,No,27402.54,0.335516342645604,7,July,3,Wednesday,345.0499999999993,1.265074663419743,2.8189835670545063,428.74000000000143,Uptrend,High Volatility
2016-07-28,Thursday,July,2016,27571.43,28374.9,27353.37,28152.24,27494.48,2.39,401.6,102531.8,26191.33,25049.79,65.59,32.23,1.86,Auto,Bearish,No,27494.48,2.3923347522848295,7,July,3,Thursday,1021.5300000000025,3.7050308961123974,2.7861940549753688,441.3892307692322,Uptrend,High Volatility
2016-07-29,Friday,July,2016,28133.67,28459.86,28068.81,28394.4,28152.24,0.86,249.4,73978.5,26259.07,25071.05,68.05,32.43,1.45,Metal,Bearish,No,28152.24,0.8601802201174749,7,July,3,Friday,391.0499999999993,1.3899715181133472,1.6287370261695289,446.0461538461552,Uptrend,High Volatility
2016-08-01,Monday,August,2016,28408.71,28589.26,27989.92,28168.95,28394.4,-0.79,283.1,73797.0,26318.55,25092.51,63.27,31.49,0.36,Auto,Unknown,No,28394.4,-0.7939945904826329,8,August,3,Monday,599.3400000000001,2.109705086925806,1.6083604510250042,441.71057692307824,Uptrend,High Volatility
2016-08-02,Tuesday,August,2016,28029.23,28891.32,28009.17,28168.95,28168.95,2.49,336.6,89632.2,26402.93,25118.58,70.64,30.25,1.01,Banking,Bearish,No,28168.95,0.0,8,August,3,Tuesday,882.1500000000015,3.1472502098702013,1.5885794584929107,441.71057692307824,Uptrend,High Volatility
2016-08-03,Wednesday,August,2016,28914.25,29150.29,28839.27,29074.89,28870.66,0.71,193.0,61124.0,26488.43,25145.34,70.71,30.31,1.24,Auto,Bearish,No,28168.95,3.2160943166145657,8,August,3,Wednesday,311.02000000000044,1.0756633839715726,1.6869362337659974,459.1325000000013,Uptrend,High Volatility
2016-08-04,Thursday,August,2016,28961.37,29452.85,28588.01,29077.98,29074.89,0.01,232.3,71230.3,26581.13,25170.61,66.37,29.44,1.25,Auto,Bearish,No,29074.89,0.010627727224419924,8,August,3,Thursday,864.8400000000001,2.9861847005165854,1.6876475287209698,459.19192307692435,Uptrend,Elevated
2016-08-05,Friday,August,2016,29124.58,29404.72,28760.41,29039.73,29077.98,-0.13,223.1,63676.3,26664.48,25197.38,62.1,29.84,0.84,Auto,Bearish,No,29077.98,-0.13154283756987245,8,August,3,Friday,644.3100000000013,2.2122550780131465,1.6890191751935268,458.45634615384745,Uptrend,Elevated
2016-08-08,Monday,August,2016,28976.75,29725.31,28536.58,29280.52,29039.73,0.83,256.7,71248.2,26746.1,25225.46,67.7,30.41,1.81,Pharma,Bearish,No,29039.73,0.8291743759325617,8,August,3,Monday,1188.7299999999996,4.1023579248880555,1.6788515485395548,463.08692307692434,Uptrend,High Volatility
2016-08-09,Tuesday,August,2016,29343.96,29575.06,29050.69,29281.29,29280.52,0.0,279.6,87494.8,26833.16,25255.75,73.07,30.55,0.96,IT,Bearish,No,29280.52,0.0026297347178275404,8,August,3,Tuesday,524.3700000000026,1.786977626741594,1.6709867169546118,463.10173076923206,Uptrend,High Volatility
2016-08-10,Wednesday,August,2016,29167.53,29750.95,28942.3,29522.98,29281.29,0.83,254.3,82112.9,26935.26,25288.45,66.98,29.48,1.06,Banking,Bearish,No,29281.29,0.8254076237761337,8,August,3,Wednesday,808.6500000000015,2.7724322217205275,1.629282691353349,467.7496153846167,Uptrend,Elevated
2016-08-11,Thursday,August,2016,29384.74,30727.2,29124.34,30457.29,29522.98,3.16,377.6,115198.9,27045.01,25324.19,76.52,28.93,2.18,Energy,Bearish,No,29522.98,3.1646873046013693,8,August,3,Thursday,1602.8600000000006,5.454736029653488,1.72914762673545,485.7171153846168,Uptrend,Elevated
2016-08-12,Friday,August,2016,30407.82,31265.6,29728.06,30581.95,30457.29,0.41,247.5,76902.5,27161.54,25359.94,92.92,27.98,1.55,Banking,Bearish,No,30457.29,0.4092944579113895,8,August,3,Friday,1537.5399999999972,5.056396676907444,1.646045478440342,488.1144230769245,Uptrend,Elevated
2016-08-15,Monday,August,2016,30606.38,30980.1,29728.06,30450.65,30581.95,-0.43,271.7,78482.8,27285.88,25393.07,89.71,27.89,0.84,Banking,Bearish,No,30581.95,-0.4293382207478571,8,August,3,Monday,1252.0399999999972,4.090781072443057,1.6274903095463173,485.5894230769245,Uptrend,Elevated
2016-08-16,Tuesday,August,2016,30346.04,30486.77,28909.51,29044.2,30450.65,-4.62,480.0,141900.7,27379.23,25420.73,65.04,32.08,0.2,IT,Bearish,No,30450.65,-4.618784820685275,8,August,3,Tuesday,1577.260000000002,5.197580969378548,1.9637553825572143,458.54230769230907,Uptrend,High Volatility
2016-08-17,Wednesday,August,2016,29061.96,29341.81,28336.04,28611.55,29044.2,-1.49,336.8,94447.9,27457.59,25447.61,54.66,31.92,0.38,Energy,Bearish,No,29044.2,-1.4896261559967272,8,August,3,Wednesday,1005.7700000000004,3.460778281987865,1.9737648324020962,450.22211538461676,Uptrend,High Volatility
2016-08-18,Thursday,August,2016,28686.6,28933.6,27729.55,27970.38,28611.55,-2.24,257.6,77031.6,27523.7,25472.67,46.02,34.15,0.2,Banking,Bearish,No,28611.55,-2.2409481485623752,8,August,3,Thursday,1204.0499999999993,4.1972558616218,1.8561106006990085,437.89192307692446,Uptrend,High Volatility
2016-08-19,Friday,August,2016,27859.31,28162.52,27433.27,27735.13,27970.38,-0.84,271.1,73342.0,27584.77,25499.0,45.94,33.43,1.06,Banking,Bearish,No,27970.38,-0.8410683015389852,8,August,3,Friday,729.25,2.6176168756512634,1.8611796611285716,433.367884615386,Uptrend,High Volatility
2016-08-22,Monday,August,2016,27752.22,28182.18,26194.86,26607.08,27735.13,-4.07,425.3,116527.1,27602.95,25520.64,30.36,37.44,0.2,FMCG,Bearish,No,27735.13,-4.067224491105682,8,August,3,Monday,1987.3199999999997,7.160940638262452,1.9843938667850571,411.6746153846167,Uptrend,High Volatility
2016-08-23,Tuesday,August,2016,26650.17,26926.03,26315.28,26590.52,26607.08,-0.06,144.1,36044.5,27609.56,25540.88,27.72,35.99,0.67,IT,Bearish,No,26607.08,-0.062239073209090626,8,August,3,Tuesday,610.75,2.2917302216083426,1.983946691437532,411.35615384615517,Uptrend,High Volatility
2016-08-24,Wednesday,August,2016,26575.13,26748.32,25696.11,25864.67,26590.52,-2.73,273.7,64996.2,27594.21,25557.64,24.49,38.44,0.26,Pharma,Bearish,No,26590.52,-2.7297322504411428,8,August,3,Wednesday,1052.2099999999991,3.9593785618358184,2.0628050128078312,397.3975000000013,Uptrend,High Volatility
2016-08-25,Thursday,August,2016,25858.27,26558.75,25458.57,26154.47,25864.67,1.12,237.7,56454.0,27589.08,25577.34,27.97,38.57,1.27,Pharma,Bearish,No,25864.67,1.1204473128789307,8,August,3,Thursday,1100.1800000000003,4.254654313687653,1.994402116222415,402.9705769230782,Uptrend,High Volatility
2016-08-26,Friday,August,2016,26043.92,26167.68,25971.61,26095.23,26154.47,-0.23,192.2,49308.9,27573.01,25596.4,24.99,38.12,1.01,Metal,Bearish,No,26154.47,-0.22650047965032974,8,August,3,Friday,196.0699999999997,0.7528436579439644,1.9744489965232932,401.8313461538474,Uptrend,High Volatility
2016-08-29,Monday,August,2016,26129.48,26730.84,25948.79,26547.26,26095.23,1.73,290.8,72004.4,27565.83,25616.02,29.95,39.1,1.74,Banking,Bearish,No,26095.23,1.7322322891961437,8,August,3,Monday,782.0499999999993,2.992979577090701,2.0281689541007784,410.524230769232,Uptrend,High Volatility
2016-08-30,Tuesday,August,2016,26552.14,26860.3,25630.4,25931.36,26547.26,-2.32,346.4,98691.7,27552.13,25632.42,25.03,40.41,0.2,Pharma,Bearish,No,26547.26,-2.320013440181766,8,August,3,Tuesday,1229.8999999999978,4.632018360855275,2.0772846851799582,398.6800000000012,Uptrend,High Volatility
2016-08-31,Wednesday,August,2016,25943.08,26068.59,25499.59,25623.56,25931.36,-1.19,309.7,84091.9,27529.67,25646.56,13.2,38.69,0.21,Energy,Bearish,No,25931.36,-1.186979780466583,8,August,3,Wednesday,569.0,2.1932630975196465,1.9005343937208525,392.76076923077045,Uptrend,High Volatility
2016-09-01,Thursday,September,2016,25782.27,26017.41,25581.35,25816.23,25623.56,0.75,183.0,49070.8,27500.12,25662.06,14.08,38.37,1.6,Banking,Bearish,No,25623.56,0.751925181356526,9,September,3,Thursday,436.0600000000013,1.6913173277605165,1.9204501006622754,396.4659615384627,Uptrend,High Volatility
2016-09-02,Friday,September,2016,25800.22,25934.24,25522.25,25655.52,25816.23,-0.62,197.1,53634.6,27470.06,25676.76,14.02,37.47,0.68,Banking,Bearish,No,25816.23,-0.6225153711444278,9,September,3,Friday,411.9900000000016,1.59684684859277,1.9176135300772263,393.37538461538577,Uptrend,High Volatility
2016-09-05,Monday,September,2016,25680.35,25881.85,25333.53,25533.89,25655.52,-0.47,191.6,46601.5,27431.75,25690.57,17.37,36.64,0.64,Auto,Bearish,No,25655.52,-0.4740890069661462,9,September,3,Monday,548.3199999999997,2.1351733913283883,1.8884146602269685,391.03634615384726,Uptrend,High Volatility
2016-09-06,Tuesday,September,2016,25632.56,25765.89,25261.18,25393.27,25533.89,-0.55,240.6,65730.5,27387.33,25702.35,18.37,36.2,0.93,Auto,Bearish,No,25533.89,-0.55071906395774,9,September,3,Tuesday,504.7099999999991,1.9690190913431944,1.8821596609888052,388.3321153846165,Uptrend,High Volatility
2016-09-07,Wednesday,September,2016,25389.59,25600.73,24928.02,25393.27,25393.27,-1.01,267.3,75316.2,27347.64,25711.67,19.87,36.15,0.96,IT,Bearish,No,25393.27,0.0,9,September,3,Wednesday,672.7099999999991,2.6495504653678896,1.855985270420793,388.3321153846165,Uptrend,High Volatility
2016-09-08,Thursday,September,2016,25083.02,25548.73,24915.43,25379.16,25137.06,0.96,327.6,79647.7,27296.21,25722.07,24.99,35.19,1.55,Banking,Bearish,No,25393.27,-0.055565903879258485,9,September,3,Thursday,633.2999999999993,2.524815592380819,1.62530272274452,388.0607692307703,Uptrend,High Volatility
2016-09-09,Friday,September,2016,25409.49,26168.06,25071.32,25824.36,25379.16,1.75,251.2,71158.7,27306.99,25734.64,40.28,35.01,1.72,FMCG,Bearish,No,25379.16,1.7541951743083724,9,September,3,Friday,1096.7400000000016,4.316261365340279,1.707836079070674,396.62230769230877,Uptrend,High Volatility
2016-09-12,Monday,September,2016,25771.29,26017.2,25070.14,25311.66,25824.36,-1.99,367.8,89752.2,27313.51,25743.93,35.86,35.55,0.68,Pharma,Bearish,No,25824.36,-1.985334776931551,9,September,3,Monday,947.0600000000013,3.6748645488836655,1.7240916961930826,386.7626923076933,Uptrend,High Volatility
2016-09-13,Tuesday,September,2016,25402.73,25680.95,25011.2,25288.17,25311.66,-0.09,135.8,30987.7,27310.55,25752.32,42.45,35.0,1.12,Pharma,Bearish,No,25311.66,-0.09280307968739152,9,September,3,Tuesday,669.75,2.636527648799952,1.4925475933502441,386.31096153846255,Uptrend,High Volatility
2016-09-14,Wednesday,September,2016,25327.22,25856.75,25109.98,25636.86,25288.17,1.38,289.2,72172.8,27306.85,25760.85,43.33,32.99,1.29,FMCG,Bearish,No,25288.17,1.3788660863953477,9,September,3,Wednesday,746.7700000000004,2.948487832458518,1.5473990958762833,393.01653846153954,Uptrend,High Volatility
2016-09-15,Thursday,September,2016,25570.64,25730.77,24802.82,25636.86,25636.86,-2.64,388.9,106724.4,27283.87,25769.28,37.37,35.36,0.2,Auto,Bearish,No,25636.86,0.0,9,September,3,Thursday,927.9500000000007,3.6289666586366267,1.4977765540145909,393.01653846153954,Uptrend,High Volatility
2016-09-16,Friday,September,2016,24865.73,25290.85,24633.5,25056.84,24959.12,0.39,277.5,71412.2,27257.07,25777.46,32.01,34.57,1.37,Pharma,Bearish,No,25636.86,-2.2624455569051767,9,September,3,Friday,657.3499999999985,2.6435982374134945,1.5513777822878327,381.8623076923087,Uptrend,High Volatility
2016-09-19,Monday,September,2016,25068.59,25289.47,24813.37,25056.84,25056.84,-0.09,267.3,84827.2,27231.62,25786.35,37.36,34.3,0.73,FMCG,Bearish,No,25056.84,0.0,9,September,3,Monday,476.1000000000022,1.8991893840060496,1.3055589095415667,381.8623076923087,Uptrend,High Volatility
2016-09-20,Tuesday,September,2016,25053.14,25096.59,25010.91,25054.36,25033.95,0.08,366.7,87066.5,27199.27,25797.91,41.28,33.39,0.86,IT,Bearish,No,25056.84,-0.009897497050703773,9,September,3,Tuesday,85.68000000000029,0.3419930595526161,1.3060951511028336,381.8146153846164,Uptrend,High Volatility
2016-09-21,Wednesday,September,2016,24960.8,25163.84,24669.16,24871.47,25054.36,-0.73,281.1,64962.7,27169.2,25807.54,35.48,32.99,0.82,Unknown,Bearish,No,25054.36,-0.7299727472583591,9,September,3,Wednesday,494.6800000000003,1.9818275055286703,1.1798510952270196,378.29750000000104,Uptrend,High Volatility
2016-09-22,Thursday,September,2016,24930.1,25196.55,24620.96,24886.95,24871.47,0.06,144.0,38600.3,27135.64,25816.23,37.63,32.73,1.23,Energy,Bearish,No,24871.47,0.062239988227473335,9,September,3,Thursday,575.5900000000001,2.308815447992588,1.1411326419052885,378.5951923076933,Uptrend,High Volatility
2016-09-23,Friday,September,2016,24936.62,25064.68,24057.11,24181.3,24886.95,-2.84,594.5,141267.7,27072.27,25819.87,31.68,34.57,0.2,Unknown,Bearish,No,24886.95,-2.8354217772768515,9,September,3,Friday,1007.5699999999997,4.0405235352666065,1.279955740354423,365.02500000000094,Uptrend,High Volatility
2016-09-26,Monday,September,2016,24206.08,24659.84,23928.43,24380.2,24181.3,0.82,329.3,72321.6,27002.24,25824.69,36.49,33.77,1.35,Auto,Bearish,No,24181.3,0.8225364227729752,9,September,3,Monday,731.4099999999999,3.021596227063613,1.215786957941773,368.85000000000093,Uptrend,High Volatility
2016-09-27,Tuesday,September,2016,24435.63,24665.87,23928.43,23585.02,24380.2,-3.26,450.4,101855.6,26921.93,25824.98,31.91,36.52,0.2,FMCG,Bearish,No,24380.2,-3.2615811191048483,9,September,3,Tuesday,737.4399999999987,3.0178882230578816,1.3080513563952625,353.5580769230778,Uptrend,High Volatility
2016-09-28,Wednesday,September,2016,23514.99,23665.79,23124.82,23274.07,23585.02,-1.32,261.2,57092.5,26842.37,25821.62,25.85,35.32,1.04,Energy,Bearish,No,23585.02,-1.3184216082920461,9,September,3,Wednesday,540.9700000000012,2.300532553915614,1.3121940343805514,347.57826923077016,Uptrend,High Volatility
2016-09-29,Thursday,September,2016,23209.04,23496.57,22973.06,23260.07,23274.07,-0.06,215.7,51213.3,26741.48,25818.55,17.35,34.48,1.21,FMCG,Bearish,No,23274.07,-0.06015277946659093,9,September,3,Thursday,523.5099999999984,2.2556297029088594,1.2846206721276587,347.3090384615394,Uptrend,High Volatility
2016-09-30,Friday,September,2016,23241.95,23523.27,23090.28,23370.76,23260.07,0.48,194.2,47710.9,26646.01,25815.97,22.47,35.25,1.38,Realty,Bearish,No,23260.07,0.4758799092178084,9,September,3,Friday,432.9900000000016,1.8629676081395992,1.3029974254959387,349.4376923076932,Uptrend,High Volatility
2016-10-03,Monday,October,2016,23326.28,23624.77,23113.84,23411.56,23370.76,0.17,269.1,62969.0,26566.56,25813.19,23.51,34.73,1.25,IT,Bearish,No,23370.76,0.174577121154823,10,October,4,Monday,510.9300000000003,2.190362115176532,1.3106040608703016,350.2223076923086,Uptrend,High Volatility
2016-10-04,Tuesday,October,2016,23446.83,23610.03,22822.63,22982.6,23411.56,-1.83,285.5,61493.4,26478.16,25806.01,13.36,34.51,0.61,Banking,Bearish,No,23411.56,-1.8322572267717434,10,October,4,Tuesday,787.3999999999978,3.358236486552757,1.3478871166266095,341.9730769230778,Uptrend,High Volatility
2016-10-05,Wednesday,October,2016,23038.14,23699.3,22803.24,23460.1,22982.6,2.08,364.9,78037.7,26397.47,25799.06,28.1,34.0,2.11,IT,Bearish,No,22982.6,2.077658750533012,10,October,4,Wednesday,896.0599999999977,3.889463298686429,1.4627129469878608,351.1557692307701,Uptrend,High Volatility
2016-10-06,Thursday,October,2016,23410.59,23723.99,22553.37,22859.4,23460.1,-2.56,307.0,67561.2,26291.61,25789.98,22.01,36.79,0.48,Metal,Bearish,No,23460.1,-2.5605176448523115,10,October,4,Thursday,1170.6200000000026,5.000386577185806,1.5383208730905251,339.60384615384703,Uptrend,High Volatility
2016-10-07,Friday,October,2016,22799.89,23149.13,22657.26,23005.22,22859.4,0.64,308.7,75362.8,26183.83,25780.1,24.94,24.57,1.34,Unknown,Bearish,No,22859.4,0.6378995074236407,10,October,4,Friday,491.8700000000026,2.157334969598549,1.4706006711598398,342.4080769230778,Uptrend,Elevated
2016-10-10,Monday,October,2016,23064.21,23331.96,22045.51,22304.44,23005.22,-3.05,394.1,86486.8,26066.54,25766.71,20.92,39.47,0.23,IT,Bearish,No,23005.22,-3.0461782152050816,10,October,4,Monday,1286.4500000000007,5.577689415765815,1.5418931299123624,328.9315384615392,Uptrend,High Volatility
2016-10-11,Tuesday,October,2016,22238.73,22390.05,21717.34,21866.12,22304.44,-1.97,396.5,82403.2,25926.45,25748.93,19.85,39.28,0.43,Auto,Bearish,No,22304.44,-1.9651692667468887,10,October,4,Tuesday,672.7099999999991,3.024947917439526,1.5649324248747518,320.5023076923085,Uptrend,High Volatility
2016-10-12,Wednesday,October,2016,21847.39,21996.73,21505.48,21653.49,21866.12,-0.97,395.8,77489.3,25778.02,25734.09,18.79,39.38,0.45,Auto,Bearish,No,21866.12,-0.972417603122993,10,October,4,Wednesday,491.25,2.2485523442388313,1.4858635686213828,316.41326923077,Uptrend,High Volatility
2016-10-13,Thursday,October,2016,21587.89,21746.44,21449.32,21607.74,21653.49,-0.21,247.6,53458.6,25628.62,25717.29,21.54,38.15,0.78,IT,Bearish,No,21653.49,-0.21128233832052012,10,October,4,Thursday,297.119999999999,1.3763271908463448,1.4803915368466836,315.5334615384624,Downtrend,High Volatility
2016-10-14,Friday,October,2016,21569.37,21596.29,21296.04,21322.65,21607.74,-1.32,368.8,81544.7,25474.27,25698.87,16.82,36.99,0.43,IT,Bearish,No,21607.74,-1.319388330292757,10,October,4,Friday,300.25,1.3920202583571055,1.447375561340201,310.0509615384624,Downtrend,High Volatility
2016-10-17,Monday,October,2016,21226.29,21438.58,20868.06,21078.88,21322.65,-1.14,360.0,71184.2,25310.24,25680.55,19.1,36.28,0.57,IT,Bearish,No,21322.65,-1.1432443903548595,10,October,4,Monday,570.5200000000004,2.687798951206265,1.4369217723306131,305.36307692307776,Downtrend,High Volatility
2016-10-18,Tuesday,October,2016,21159.96,21410.86,20966.64,21217.02,21078.88,0.66,251.3,53714.9,25148.96,25662.05,23.51,35.58,1.15,Energy,Bearish,No,21078.88,0.6553479122230376,10,October,4,Tuesday,444.22000000000116,2.0993423428021663,1.4648390823570874,308.01961538461626,Downtrend,High Volatility
2016-10-19,Wednesday,October,2016,21281.45,21561.01,21097.33,21376.07,21217.02,0.75,272.8,57389.5,24986.02,25643.46,26.61,35.46,0.9,Banking,Bearish,No,21217.02,0.7496340202346949,10,October,4,Wednesday,463.67999999999665,2.1787989070293454,1.5062690663505338,311.07826923077005,Downtrend,High Volatility
2016-10-20,Thursday,October,2016,21324.32,21627.51,20652.31,20950.18,21376.07,-1.99,267.3,73678.2,24795.88,25621.78,22.13,34.05,0.4,FMCG,Bearish,No,21376.07,-1.9923681013394856,10,October,4,Thursday,975.1999999999971,4.573182169466586,1.5184378094873452,302.8880769230778,Downtrend,High Volatility
2016-10-21,Friday,October,2016,20979.28,21286.8,19304.34,19591.52,20950.18,-6.49,540.6,113550.2,24576.07,25593.31,16.26,24.57,0.2,FMCG,Bearish,No,20950.18,-6.485194876607264,10,October,4,Friday,1982.4599999999991,9.449609328823483,1.9328505762605226,276.76000000000084,Downtrend,Elevated
